License_Number,Facility_Name,DBA,Facility_Type,Street,City,ZIP_Code,Expiration_Date,Date_Updated,Category,Sheet
403R-01105,SEAL INDUSTRIES LLC,FREE WORLD GENETICS,Retail Marijuana Cultivation Facility,6390 Gunpark Drive Unit B,Boulder,80301,8/23/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01253,SENSI SHOP LLC,,Retail Marijuana Cultivation Facility,103 San Antonio Street,Antonito,81120,1/8/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00811,SEVEN LEAVES LLC,,Retail Marijuana Cultivation Facility,6383 Galbreth Road,Pueblo,81005,9/13/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00599,SHRED INVESTMENTS LLC,HIGH WEST CANNABIS,Retail Marijuana Cultivation Facility,"10625 East 51st Avenue, Unit 103",Denver,80239,7/9/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00834,SILVER LAKE HOLDINGS LLC,ROOTED,Retail Marijuana Cultivation Facility,33625 East United Avenue,Pueblo,81001,11/2/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01134,SINDUSTRIES INC,SINDUSTRIES,Retail Marijuana Cultivation Facility,4260 County Road 110,Walsenburg,81089,3/18/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01213,SISTEM COMMERCE CITY LLC,SILVER STEM FINE CANNABIS,Retail Marijuana Cultivation Facility,5275 Quebec Street Unit 105,Commerce City,80022,5/12/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00810,SKL HOLDINGS III LLC,SKL HOLDINGS III LLC,Retail Marijuana Cultivation Facility,4980 North Monroe Street,Denver,80216,9/13/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01411,SKYHIGH DREAMS LLC,,Retail Marijuana Cultivation Facility,19829 Tamarack Lane,Ordway,81063,6/7/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01260,SKYISLIMIT LLC,,Retail Marijuana Cultivation Facility,104 Rio Vista Avenue,Antonito,81120,3/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01084,SLOW BURN FARMS LLC,,Retail Marijuana Cultivation Facility,8355 Maverick Lane,Ordway,81063,5/17/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00107,SOHI CANNABIS COMPANY LLC,,Retail Marijuana Cultivation Facility,2744 West 4th Avenue,Denver,80219,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00317,SOLACE MEDS LLC,,Retail Marijuana Cultivation Facility,1724-1732 Willox Court,Fort Collins,80524,7/3/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00202,SOLACE MEDS OF WHEAT RIDGE LLC,,Retail Marijuana Cultivation Facility,4845 Van Gordon Street,Wheat Ridge,80033,1/2/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00623,SOUTHWEST ALTERNATIVE CARE LLC,KAYA,Retail Marijuana Cultivation Facility,"6390 Gunpark Drive, Unit A",Boulder,80301,11/10/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01263,SPCY CANNA LLC,SPCY CANNA LLC,Retail Marijuana Cultivation Facility,535 Lone Tree Circle #A,Nunn,80648,3/18/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01249,STARGAZER FARMS LLC,,Retail Marijuana Cultivation Facility,20069 Tamarack Lane,Ordway,81063,12/13/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00589,STONE T.M.C. LLC,THE STONE,Retail Marijuana Cultivation Facility,1828 South Bannock Street,Denver,80223,8/26/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01443,SUGAR SHACK TREEZ THAT PLEEZ INC,,Retail Marijuana Cultivation Facility,155 Vallejo Street,Denver,80223,12/22/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01118,SUNHOUSE COLORADO LLC,SUNHOUSE,Retail Marijuana Cultivation Facility,4640 North Ironton Street,Denver,80239,12/17/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00193,SUNRISE SOLUTIONS,,Retail Marijuana Cultivation Facility,43 Main Street,Bailey,80421,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01482,SUNSHINE BROADWAY LLC,SUNSHINE; SUNSHINE FLOWER; SUNSHINE NORTH,Retail Marijuana Cultivation Facility,4939 Broadway Street Unit 55 & 56,Boulder,80304,8/9/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01056,SUNSHINE FARMS LLC,,Retail Marijuana Cultivation Facility,7183 Arapahoe Road Unit A,Boulder,80303,3/5/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00499,SUNSHINE NORTH LLC,SUNSHINE,Retail Marijuana Cultivation Facility,"6859 North Foothills Highway, Building G",Boulder,80302,3/26/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00911,SUPERIOR MEDICALS INC,,Retail Marijuana Cultivation Facility,"3095 Sterling Circle West, Unit 3",Boulder,80301,3/15/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00839,SUSTAINABLE HEALTH LLC,14ER HOLISTICS,Retail Marijuana Cultivation Facility,1830 55th Street,Boulder,80301,11/8/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00268,SUSTAINABLE HEALTH LLC,14ER GARDENS,Retail Marijuana Cultivation Facility,"1840 Commerce Street Units A, B, and C",Boulder,80301,4/8/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01091,SUSTAINABLE HEALTH LLC,14ER GARDENS,Retail Marijuana Cultivation Facility,"4700 Sterling Drive, Suite A",Boulder,80301,6/7/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00277,SWEET LEAF PIONEER LLC,,Retail Marijuana Cultivation Facility,825 A Chambers Avenue,Eagle,81631,4/14/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01141,SWEETWATER GROUP LLC,SWEETWATER CANNABIS,Retail Marijuana Cultivation Facility,1335 Highway 85/87,Walsenburg,81089,4/15/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00036,SWEETWATER PARTNERS LLC,THE PREZ,Retail Marijuana Cultivation Facility,4240 North Kearney Street,Denver,80216,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00037,SWEETWATER PARTNERS LLC,EL JEFE,Retail Marijuana Cultivation Facility,4260 North Kearney Street,Denver,80216,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00828,T & C ENTERPRISES LLC,HI-FUEL,Retail Marijuana Cultivation Facility,2640 East 43rd Avenue,Denver,80216,9/22/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01341,TAYLOR FARMS LLC,,Retail Marijuana Cultivation Facility,3010 Airport Road,Rifle,81650,8/30/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01083,TELLURIDE GREEN ROOM LLC,TELLURIDE GREEN ROOM,Retail Marijuana Cultivation Facility,268 Beaver Canyon Lane,Norwood,81423,5/14/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01114,TEXCO PRODUCTS LLC,DUNE DAB COMPANY,Retail Marijuana Cultivation Facility,800 South Reigel Court,Moffat,81143,12/3/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01432,THE BAKERY BROTHERS LLC,BAKERY BROTHERS,Retail Marijuana Cultivation Facility,258 East 5th Street,Nederland,80466,8/8/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01471,THE BUD GUYS LLC,,Retail Marijuana Cultivation Facility,13010 County Road 55,Moffat,81143,5/14/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01507,THE EPIC REMEDY LLC,,Retail Marijuana Cultivation Facility,2565 Weston Road,Colorado Springs,80910,3/27/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01508,THE EPIC REMEDY LLC,,Retail Marijuana Cultivation Facility,2585 Weston Road,Colorado Springs,80910,3/27/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00361,THE FLOWER COLLECTIVE LTD,TFC,Retail Marijuana Cultivation Facility,1918 45 1/2 Road,De Beque,81630,10/1/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00423,THE FLOWER SHOP LLC,,Retail Marijuana Cultivation Facility,"2510 47th Street, Unit GG",Boulder,80301,12/15/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00018,THE GREEN SOLUTION LLC,,Retail Marijuana Cultivation Facility,4394 North Grape Street,Denver,80216,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01526,THE HEALING CANNA LLC,HEALING CANNA,Retail Marijuana Cultivation Facility,3330 Drennan Industrial Loop South,Colorado Springs,80910,4/15/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01377,THE HERBAL CURE LLC,,Retail Marijuana Cultivation Facility,989 South Logan Street,Denver,80209,2/10/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00370,THE HERBAL GARDEN LLC,,Retail Marijuana Cultivation Facility,302 Lamkin Street,Pueblo,81003,10/1/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00254,THE ORGANIC SEED LLC,FUMO,Retail Marijuana Cultivation Facility,41 North Precision Drive,Pueblo West,81007,3/11/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00552,THREE RIVERS DEVELOPMENT LLC,THREE RIVERS DISPENSARY,Retail Marijuana Cultivation Facility,77 North Magneto Drive,Pueblo West,81007,6/9/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01475,TIBBS & CO CULTIVATION LLC,,Retail Marijuana Cultivation Facility,322 Mary Jane Lane,Moffat,81143,5/23/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01530,TIMELESS FARMS 1 LLC,,Retail Marijuana Cultivation Facility,20035 Sherman Lane,Ordway,81063,5/19/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01531,TIMELESS FARMS 2 LLC,,Retail Marijuana Cultivation Facility,20040 Elliott Lane,Ordway,81063,5/19/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00859,TKJ INVESTMENTS LLC,FUEGO FARMS,Retail Marijuana Cultivation Facility,600 Greenhorn Mountain Circle,Walsenburg,81089,12/14/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00507,TNT BOTANICALS LLC,POT ZERO,Retail Marijuana Cultivation Facility,11157 Gypsum Creek Road,Gypsum,81637,3/27/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01331,TOASTED LLC,HONEY BUD,Retail Marijuana Cultivation Facility,107 San Antonio Street,Antonito,81120,8/5/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01509,TOTAL GREEN LLC,TOTAL GREEN,Retail Marijuana Cultivation Facility,1105 South Chelton Road,Colorado Springs,80910,3/28/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01023,TRAVA LLC,,Retail Marijuana Cultivation Facility,8228 Maverick Lane,Ordway,81063,11/30/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01281,TRAVA1 LLC,,Retail Marijuana Cultivation Facility,8098 Maverick Lane,Ordway,81063,4/20/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01295,TRAVA2 LLC,,Retail Marijuana Cultivation Facility,8096 Maverick Lane,Ordway,81063,5/10/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01153,TREE FARMERS LLC,,Retail Marijuana Cultivation Facility,710 Mayor Patricia Reigel Boulevard,Moffat,81143,5/28/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00029,TREE GRINGOS LLC,,Retail Marijuana Cultivation Facility,4550 North Jackson Street,Denver,80216,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01313,TRI-NETRA LLC,,Retail Marijuana Cultivation Facility,20068 Sherman Lane,Ordway,81063,8/9/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00753,TRINIDAD CULTIVATION SERVICES INC,BLUE SAND CONSULTING,Retail Marijuana Cultivation Facility,13002 County Road 26.2,Trinidad,81082,6/8/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00353,TRINIDADS HIGHER CALLING U LLC,,Retail Marijuana Cultivation Facility,1000 Independence Road,Trinidad,81082,10/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01297,TUVA CANNABIS COMPANY LLC,TUVA CANNABIS CO,Retail Marijuana Cultivation Facility,18753 County Road 60,Moffat,81143,5/13/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01383,TWIN EAGLES LIMITED,TWIN EAGLES,Retail Marijuana Cultivation Facility,20393 Elliott Lane,Ordway,81063,2/28/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00123,TZ FINANCIAL LLC,HIGH COUNTRY HEALING,Retail Marijuana Cultivation Facility,"191 Blue River Pkwy Stes 200, 200A, 201, 203,204, 205 & 206,",Silverthorne,80498,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01491,UBALS COMPANY LLC,,Retail Marijuana Cultivation Facility,921 Silver Lane,Moffat,81143,11/13/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00637,URBANE DEVELOPERS LLC,CHERRY,Retail Marijuana Cultivation Facility,2191 South Jason Street,Denver,80223,12/16/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00466,VAIL BUD BREWERY LLC,HIGH COUNTRY HEALING 8,Retail Marijuana Cultivation Facility,"40801 US Highway 6, Suite 5",Avon,81620,2/3/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00463,VAIL VALLEY PARTNERS LLC,VAIL VALLEY CULTIVATIONS,Retail Marijuana Cultivation Facility,PO Box 2873,Avon,81620,2/2/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00296,VENDING BY A & A LLC,NATURE'S OF SEDGWICK,Retail Marijuana Cultivation Facility,107 Main Avenue,Sedgwick,80749,5/23/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00244,VIOLA INC,VIOLA'S EXTRACTS,Retail Marijuana Cultivation Facility,4645 North Joliet Street,Denver,80239,3/4/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01427,VIOLET BLOOM LLC,,Retail Marijuana Cultivation Facility,19812 Tamarack Lane,Ordway,81063,7/7/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01184,VIREO HEALTH OF DENVER METRO LLC,GROW FORTH GARDENS,Retail Marijuana Cultivation Facility,4715 North Colorado Boulevard,Denver,80216,1/27/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00176,VIRGIN MARY LLC,,Retail Marijuana Cultivation Facility,2731 West Short Place,Denver,80204,1/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00470,VIRTUAL MARKETING LLC,MAGGIE'S FARM,Retail Marijuana Cultivation Facility,3900 North 27th Lane,Pueblo,81001,2/3/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00999,VOODOO STYLEE NATURAL FARM LLC,VOODOO STYLEE NATURAL FARM,Retail Marijuana Cultivation Facility,7064 West State Highway 96,Pueblo,81005,9/22/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00456,WELLNESS CENTER OF THE ROCKIES INC,THE CENTER,Retail Marijuana Cultivation Facility,2130 South Lipan Street,Denver,80223,1/29/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00651,WESTWARD SUMMIT LLC,HIGH COUNTRY HEALING,Retail Marijuana Cultivation Facility,"4242 North Elizabeth Street, Unit 1 & 2",Denver,80216,12/23/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01058,WHEELER FARMS LLC,,Retail Marijuana Cultivation Facility,6389 Galbreth Road,Pueblo,81005,3/12/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00563,WHITE MEADOWS CULTIVATION LLC,,Retail Marijuana Cultivation Facility,7013 Burnt Mill Road,Beulah,81023,6/24/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00329,WILDFIRE CULTIVATION LLC,WILDFIRE,Retail Marijuana Cultivation Facility,"4891 North Broadway, Units 1 & 2",Boulder,80304,10/1/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01009,WOODYS FARMS LLC,,Retail Marijuana Cultivation Facility,6476 Galbreth Road,Pueblo,81005,10/31/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-00627,WOTTON GROUP LLC,,Retail Marijuana Cultivation Facility,1201 Siloam Road,Pueblo,81005,11/24/2026,2026-04-02 00:00:00,Cultivations,Retail
403R-01321,XI FARMS LLC,,Retail Marijuana Cultivation Facility,20385 Sherman Lane,Ordway,81063,7/23/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00661,YETI FARMS LLC,YETI FARMS LLC,Retail Marijuana Cultivation Facility,1650 Siloam Road,Pueblo,81005,3/1/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00803,YUMA WAY LLC,,Retail Marijuana Cultivation Facility,1136 North Yuma Court,Denver,80204,9/12/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00804,YUMA WAY LLC,,Retail Marijuana Cultivation Facility,1240 South Bannock Street,Denver,80223,9/15/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-00901,ZAPOTK CORPORATION LTD,,Retail Marijuana Cultivation Facility,778 County Road 230,Walsenburg,81089,3/2/2027,2026-04-02 00:00:00,Cultivations,Retail
403R-01176,ZENGOLDS LLC,ZENGOLD'S,Retail Marijuana Cultivation Facility,5227 North Monroe Street,Denver,80216,11/18/2026,2026-04-02 00:00:00,Cultivations,Retail
505-00018,ABCDELIVERY LLC,BETTER DAYS DELIVERY,MMJ Delivery Permit,1965 Kingston Street,Aurora,80010,8/16/2026,2026-04-02 00:00:00,Delivery,Medical
505-00034,ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS SPEER,MMJ Delivery Permit,500 North Grant Street,Denver,80203,3/12/2027,2026-04-02 00:00:00,Delivery,Medical
505-00004,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS COMPANY,MMJ Delivery Permit,"1750 30th Street, Unit 84B",Boulder,80301,10/17/2026,2026-04-02 00:00:00,Delivery,Medical
505-00020,VIREO HEALTH OF DENVER METRO LLC,STAR BUDS,MMJ Delivery Permit,1640 East Evans Avenue,Denver,80210,11/18/2026,2026-04-02 00:00:00,Delivery,Medical
605R-00012,ABCDELIVERY LLC,BETTER DAYS DELIVERY,RMJ Delivery Permit,1965 Kingston Street,Aurora,80010,4/5/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00074,ALTERNATIVE MEDICINE ON THE MALL LLC,NATIVE ROOTS SPEER,RMJ Delivery Permit,500 North Grant Street,Denver,80203,1/1/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00098,CHILLNOW COLORADO LLC,CHILLNOW,RMJ Delivery Permit,1312 17th Street Unit 321,Denver,80202,3/7/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00078,ELEVATION DELIVERY LLC,,RMJ Delivery Permit,2076 South Yates Street,Denver,80219,10/27/2026,2026-04-02 00:00:00,Delivery,Retail
605R-00068,GAS AND GRASS LLC,LEMONADE,RMJ Delivery Permit,4500 Washington Street Unit B,Denver,80216,5/9/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00037,L'EAGLE SERVICES LLC,L'EAGLE,RMJ Delivery Permit,380 North Quivas Street,Denver,80223,3/26/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00028,LGK LLC,STRAWBERRY FIELDS,RMJ Delivery Permit,"3435 South Yosemite Street, Suite 200",Denver,80231,1/1/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00099,LPCD LLC,THE DAB,RMJ Delivery Permit,4490 West 121st Avenue Suite 8,Broomfield,80020,7/6/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00087,MAGNOLIA ROAD INC,MAGNOLIA ROAD CANNABIS CO.,RMJ Delivery Permit,1995 West Midway Boulevard,Broomfield,80020,4/12/2027,2026-04-02 00:00:00,Delivery,Retail
605R-00090,NATURE'S TRANSPORT SERVICE LLC,,RMJ Delivery Permit,8860 Westminster Boulevard Unit 215,Westminster,80031,10/7/2026,2026-04-02 00:00:00,Delivery,Retail
605R-00029,PI AURORA LLC,LOVA AURORA,RMJ Delivery Permit,19005 East Quincy Avenue,Aurora,80015,11/18/2026,2026-04-02 00:00:00,Delivery,Retail
605R-00089,SIMPLY PURE COLORADO LLC,SIMPLY PURE,RMJ Delivery Permit,2000 West 32nd Avenue,Denver,80211,10/8/2026,2026-04-02 00:00:00,Delivery,Retail
605R-00032,THE 720 DISPENSARY LLC,THE 720 DISPENSARY,RMJ Delivery Permit,2949 West Alameda Avenue,Denver,80219,12/23/2026,2026-04-02 00:00:00,Delivery,Retail
605R-00041,VIREO HEALTH OF DENVER METRO LLC,STAR BUDS,RMJ Delivery Permit,1640 East Evans Avenue,Denver,80210,1/1/2027,2026-04-02 00:00:00,Delivery,Retail
609H-00015,AES ENTERPRISE LLC,CANNA CABANABUS,Hospitality Business,303 South Broadway Suite 200-286,Denver,80209,6/2/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00010,CCT DEN HLD LLC,"PUFF, PASS & PAINT",Hospitality Business,1904 South Cherokee Street,Denver,80223,4/18/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00013,CCT HOLDINGS LIMOS LLC,COLORADO CANNABIS TOURS,Hospitality Business,1904 South Cherokee Street,Denver,80223,5/5/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00012,CCT HOLDINGS LIMOS LLC,COLORADO CANNABIS TOURS,Hospitality Business,1904 South Cherokee Street,Denver,80223,5/5/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00017,DREAMY ILLUSIONS LLC,V & J TRANSPORTATION LLC,Hospitality Business,16414 East Bates Drive,Aurora,80013,10/30/2026,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00016,HASH CAB LLC,,Hospitality Business,6735 West 84th Circle Unit 72,Arvada,80003,7/11/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00011,KUSH & CANVASES LLC,THE CANNABIS EXPERIENCE,Hospitality Business,3001 North Elizabeth Street,Denver,80205,4/22/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00008,TETRA HOSPITALITY GROUP LLC,TETRA,Hospitality Business,3039 Walnut Street,Denver,80205,1/12/2027,2026-04-02 00:00:00,Hospitality,Hospitality
609H-00006,THE 420 DENVER INC,,Hospitality Business,420 East 11th Avenue Suite 420,Denver,80203,12/27/2026,2026-04-02 00:00:00,Hospitality,Hospitality
610HS-00006,AYAN ENTERPRISES LLC,CIRRUS SOCIAL CLUB,Hospitality & Sales Business,3200 East Colfax Avenue,Denver,80206,8/14/2026,2026-04-02 00:00:00,Hospitality,Hospitality & Sales
610HS-00010,MAMA LLC,MAMA,Hospitality & Sales Business,3739 Wynkoop Street,Denver,80216,7/15/2027,2026-04-02 00:00:00,Hospitality,Hospitality & Sales
610HS-00011,PR VENTURES INC,THUNDERBUZZ CANNABIS BAR,Hospitality & Sales Business,1196 South Santa Fe Drive,Denver,80223,7/29/2027,2026-04-02 00:00:00,Hospitality,Hospitality & Sales
610HS-00009,PURE ELEVATIONS SPA AND GARDEN LLC,,Hospitality & Sales Business,185 South Santa Fe Drive,Denver,80223,6/26/2027,2026-04-02 00:00:00,Hospitality,Hospitality & Sales
407-00016,CLEARWATER CONSULTING LLC,,MMJ Operator,27066 East Irish Drive,Aurora,80016,3/29/2027,2026-04-02 00:00:00,Operators,Medical
407-00001,LAMA HOLDINGS LLC,LAMA BRAND CANNABIS,MMJ Operator,1015 McMurdo Circle,Castle Rock,80108,3/29/2027,2026-04-02 00:00:00,Operators,Medical
407-00018,MIH MANAGER LLC,,MMJ Operator,4880 Havana Street Suite 201,Denver,80239,3/23/2027,2026-04-02 00:00:00,Operators,Medical
407R-00038,CANNABIS BUSINESS SOLUTIONS,,RMJ Operator,"153 North Highway 550, Unit 204",Ridgway,81432,5/9/2027,2026-04-02 00:00:00,Operators,Retail
407R-00024,CLEARWATER CONSULTING LLC,,RMJ Operator,27066 East Irish Drive,Aurora,80016,3/29/2027,2026-04-02 00:00:00,Operators,Retail
407R-00039,GANJA GUYS LLC,,RMJ Operator,709 Mayor Patricia Reigel Boulevard,Moffat,81143,9/22/2027,2026-04-02 00:00:00,Operators,Retail
407R-00001,LAMA HOLDINGS LLC,LAMA BRAND CANNABIS,RMJ Operator,1015 McMurdo Circle,Castle Rock,80108,3/29/2027,2026-04-02 00:00:00,Operators,Retail
