"Record Number","Record Type","Licensee Name","Address","Expiration Date","Status","Home Delivery","Disciplinary Action",
"GR-C-000813","Class C Grower – License","EPS I, LLC","9234 E. 72nd ST, Reed City MI 49677","01/21/2023","Closed",,,
"GR-C-000738","Class C Grower – License","Epic Gardens, LLC","19181 Glendale ST, Detroit MI 48223","07/08/2023","Closed",,,
"GR-C-000839","Class C Grower – License","Kenney Pros, LLC","1978 Kenney AVE, Warren MI 48091","07/08/2022","Closed",,,
"PC-000649","Provisioning Center - License","Lume Cannabis Co.","119 S Stephenson AVE, Iron Mountain MI 49801","03/21/2026","Closed",,,
"GR-C-000876","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"GR-C-000875","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,"Public Documents Available",
"GR-C-000874","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"GR-C-000873","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"GR-C-000872","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"GR-C-000871","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"GR-C-000870","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2026","Active",,"Public Documents Available",
"GR-C-000869","Class C Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2026","Active",,"Public Documents Available",
"GR-C-000854","Class C Grower – License","HiCloud LLC","7655 E M-20, Hesperia MI 49421","04/28/2027","Active",,"Public Documents Available",
"GR-C-000838","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2022","Closed",,,
"GR-C-000837","Class C Grower – License","Nature's Medicines","4956 Wayne RD, Battle Creek MI 49037","12/07/2022","Closed",,,
"GR-C-000789","Class C Grower – License","Total Essence, LLC","14470 Livernois Suite E, Detroit MI 48238","07/07/2022","Closed",,,
"GR-A-000187","Class A Grower – License","989 Ventures, LLC","24993 County Road 665, Bloomingdale MI 49026","04/25/2022","Closed",,,
"PC-000645","Provisioning Center - License","Consume Cannabis of Ionia","406 S Steele ST, Ionia MI 48846","07/06/2023","Closed",,"Public Documents Available",
"PC-000646","Provisioning Center - License","Level Up Investments I, LLC","1840 Sixth ST Bldg A, Muskegon MI 49441","07/06/2023","Closed",,,
"PC-000613","Provisioning Center - License","Great Lakes Natural Remedies, Inc.","240 Arthur ST, Manistee MI 49660","02/21/2023","Closed","Approved",,
"GR-C-000743","Class C Grower – License","Midori Farms, LLC","2448 Benzie HWY, Benzonia MI 49616","07/01/2022","Closed",,,
"GR-A-000096","Class A Grower – License","Noble Road Company","1600 N Grand River AVE, Lansing MI 48906","02/25/2022","Closed",,,
"GR-C-000777","Class C Grower – License","Pure Canna Farms","5829 EXECUTIVE DR Suite D, LANSING MI 48911","06/28/2023","Closed",,,
"GR-C-000821","Class C Grower – License","HiCloud, LLC","7655 E M-20, Hesperia MI 49421","04/28/2027","Active",,"Public Documents Available",
"GR-A-000182","Class A Grower – License","ReLeaf RX, LLC","240 Watts RD, Jackson MI 49203","06/25/2023","Closed",,,
"GR-C-000829","Class C Grower – License","Old 27 Buds Etc LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2025","Closed",,"Public Public Documents Available",
"GR-C-000830","Class C Grower – License","Old 27 Buds Etc LLC","292 Spires PKWY, Tekonsha MI 49092","08/17/2025","Closed",,,
"PC-000598","Provisioning Center - License","Cannabis King","3309 Associates DR, Burton MI 48529","06/25/2024","Closed",,,
"GR-C-000835","Class C Grower – License","Wolverine Real Estate & Development, LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2022","Closed",,"Public documents available",
"GR-C-000834","Class C Grower – License","Wolverine Real Estate & Development, LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2022","Closed",,"Public documents available",
"GR-C-000833","Class C Grower – License","Wolverine Real Estate & Development, LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2022","Closed",,"Public documents available",
"GR-C-000832","Class C Grower – License","Wolverine Real Estate & Development, LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2022","Closed",,"Public documents available",
"GR-C-000831","Class C Grower – License","Wolverine Real Estate & Development, LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2022","Closed",,"Public documents available",
"ERG-003270","Entity Prequalification","Wise Tree Farms, LLC",,"12/31/2099","Active - Main Applicant",,,
"ERG-003264","Entity Prequalification","Northwest Confections Michigan, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000641","Provisioning Center - License","Sunset Coast Provisions","980 E State ST, Cassopolis MI 49031","06/23/2022","Closed",,,
"GR-C-000792","Class C Grower – License","Nature's Pure Essentials, LLC","3792 Crooked Creek DR, Vassar MI 48768","06/23/2022","Closed",,,
"GR-C-000629","Class C Grower – License","Cherry Industries, LLC","6387 East Nevada ST, Detroit MI 48234","06/23/2022","Closed",,,
"GR-C-000827","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2023","Closed - Suspended",,"Public documents available",
"GR-C-000826","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2023","Closed - Suspended",,"Public documents available",
"GR-C-000825","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2024","Closed - Suspended",,"Public documents available",
"GR-C-000824","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2024","Closed - Suspended",,"Public documents available",
"GR-C-000716","Class C Grower – License","Nuera Michigan","1268 Arbogast RD, Union City MI 49094","06/23/2023","Closed",,,
"GR-C-000726","Class C Grower – License","Cresco Labs Michigan, LLC","210 W Oliver DR, Marshall MI 49068","03/04/2027","Active",,"Public Documents Available",
"GR-C-000727","Class C Grower – License","Cresco Labs Michigan, LLC","210 W Oliver DR, Marshall MI 49068","03/04/2027","Active",,"Public Documents Available",
"GR-B-000029","Class B Grower – License","420 Medz, LLC","8505 E County Line RD, Coleman MI 48618","06/23/2022","Closed",,,
"SC-000026","Safety Compliance - License","Steadfast, LLC","22018 John R RD, Hazel Park MI 48030","06/23/2026","Active",,"Public Documents Available",
"GR-C-000828","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2023","Closed - Suspended",,"Public documents available",
"GR-C-000823","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2024","Closed - Suspended",,"Public documents available",
"GR-C-000822","Class C Grower – License","Sugar Leaf Properties I LLC","53283 Hemlock Lake RD, Marcellus MI 49067","06/22/2024","Closed - Suspended",,"Public Documents Available",
"ERG-003315","Entity Prequalification","MK Group MI, LLC",,"12/31/2099","Active - Main Applicant",,,
"GR-A-000171","Class A Grower – License","Exclusive Grand Rapids","2350 29th Street SE, Grand Rapids MI 49508","07/30/2023","Closed",,,
"ERG-003221","Entity Prequalification","50504 28th Ave, Inc.",,"12/31/2099","Active - Main Applicant",,,
"GR-C-000785","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000784","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000783","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000782","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000781","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000780","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"GR-C-000779","Class C Grower – License","Lume Cannabis Co.","3379 Black RD, Prescott MI 48756","03/21/2025","Closed",,,
"SC-000025","Safety Compliance - License","Aries Analytic L.L.C.","2321 Wolcott ST Suite A & B, Ferndale MI 48220","06/18/2026","Active",,"Public Documents Available",
"GR-C-000819","Class C Grower – License","Candid Labs LLC","1850 Parmenter RD, Corunna MI 48817","05/26/2023","Revoked",,,
"GR-C-000818","Class C Grower – License","Candid Labs LLC","1850 Parmenter RD, Corunna MI 48817","05/26/2023","Revoked",,,
"GR-C-000817","Class C Grower – License","Candid Labs LLC","1850 Parmenter RD, Corunna MI 48817","05/26/2023","Revoked",,,
"GR-C-000820","Class C Grower – License","Candid Labs LLC","1850 Parmenter RD, Corunna MI 48817","05/26/2023","Revoked",,,
"GR-C-000673","Class C Grower – License","High-Minded Harvest","210 W Pickard RD, Mt. Pleasant MI 48858","08/18/2026","Active",,,
"GR-C-000672","Class C Grower – License","High-Minded Harvest","210 W Pickard RD, Mt. Pleasant MI 48858","08/18/2026","Active",,,
"GR-C-000643","Class C Grower – License","High-Minded Harvest","210 W Pickard RD, Mt. Pleasant MI 48858","08/18/2026","Active",,,
"GR-C-000836","Class C Grower – License","HGZ Group, LLC","9147 N Chippewa RD, Coleman MI 48618","06/02/2026","Active",,"Public Documents Available",
"PC-000620","Provisioning Center - License","New Standard Ann Arbor","811 North Main ST, Ann Arbor MI 48104","06/16/2022","Closed","Approved",,
"ERG-003261","Entity Prequalification","DRD Michigan LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000630","Provisioning Center - License","Consume Cannabis Bay City","901 Cass AVE, Bay City MI 48708","10/30/2023","Closed",,,
"PC-000623","Provisioning Center - License","RKD Ventures, LLC","1234 N Center RD, Burton MI 48509","06/14/2025","Closed",,"Public Documents Available",
"PC-000636","Provisioning Center - License","Nirvana Operations MI, LLC","412 Washington AVE, Bay City MI 48708","06/11/2023","Closed",,,
"GR-C-000797","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000796","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000795","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000794","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2022","Closed",,,
"GR-C-000799","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000798","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000802","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000801","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000800","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000810","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000809","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000808","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000807","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000806","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000805","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000804","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"GR-C-000803","Class C Grower – License","Skymint","7065 North Kings HWY, Luther MI 49656","10/18/2021","Closed",,,
"PC-000642","Provisioning Center - License","STIIIZY","642 E 9 Mile RD, Ferndale MI 48220","06/09/2026","Active",,,
"PR-000194","Processor - License","Pure X, LLC","13951 10 Mile RD Suite B, Warren MI 48089","06/08/2026","Active",,"Public Documents Available",
"GR-C-000790","Class C Grower – License","Driven Grow, LLC","10925 Bruun TRL, Frederic MI 49733","03/21/2027","Active",,,
"GR-C-000762","Class C Grower – License","Blue Sapphire Enterprises LLC","41775 Production DR, Harrison Township MI 48045","06/07/2026","Active",,,
"GR-C-000486","Class C Grower – License","Need to Heal Farms","1255 Falahee RD Suite 3, Jackson MI 49203","06/07/2022","Closed",,,
"GR-A-000181","Class A Grower – License","Smart Meds, LLC","731 East Kalamazoo ST, Lansing MI 48912","06/04/2023","Closed",,,
"GR-C-000740","Class C Grower – License","Greenshift, LLC","2125 Riggs AVE, Warren MI 48091","06/04/2022","Closed",,,
"PC-000624","Provisioning Center - License","Top Tree Provisioning","4365 F-41, Oscoda MI 48750","06/03/2022","Closed",,,
"GR-C-000729","Class C Grower – License","Wolverine Real Estate & Development LLC","788 Hubbard RD, Battle Creek MI 49017","06/03/2025","Closed",,"Public Documents Available",
"GR-C-000725","Class C Grower – License","The Machine Grow and Processing, Inc.","29 Beardsley Suite B, Ionia MI 48846","06/03/2022","Closed",,,
"GR-C-000715","Class C Grower – License","STMB Holdings, LLC","312 E Dresden ST, Kalkaska MI 49646","06/03/2023","Closed",,,
"GR-C-000724","Class C Grower – License","The Machine Grow and Processing, Inc.","29 Beardsley Suite B, Ionia MI 48846","06/03/2022","Closed",,,
"GR-C-000768","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-C-000767","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"PR-000181","Processor - License","BVH LLC","4273 E Holland RD Suite P, Buena Vista MI 48601","04/22/2023","Closed",,,
"GR-C-000787","Class C Grower – License","HGZ Group, LLC","9147 N Chippewa RD, Coleman MI 48618","06/02/2026","Active",,"Public Documents Available",
"GR-C-000769","Class C Grower – License","Common Citizen","11300 17 Mile RD, Marshall MI 49068","02/04/2027","Active",,,
"GR-A-000156","Class A Grower – License","PDS Ventures, LLC","21445 Hoover RD Suite 320, Warren MI 48089","06/02/2022","Closed",,,
"ERG-003194","Entity Prequalification","Private Stock, LLC",,"12/31/2099","Active - Main Applicant",,,
"PC-000628","Provisioning Center - License","Geoduck, LLC","107 N Main ST, Camden MI 49232","06/01/2023","Closed",,,
"PR-000206","Processor - License","Level Up Holdings IV, LLC","24 Leonard Wood DR Suite A, Battle Creek MI 49037","05/28/2026","Closed",,,
"PC-000622","Provisioning Center - License","JARS Cannabis Ann Arbor","450 S Main ST Suite 1, Ann Arbor MI 48104","05/28/2024","Closed","Approved","Public Documents Available",
"GR-C-000752","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/28/2022","Closed",,,
"GR-C-000751","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/28/2022","Closed",,,
"GR-C-000750","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/28/2022","Closed",,,
"GR-C-000749","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/28/2022","Closed",,,
"GR-C-000748","Class C Grower – License","R&H Investment Holdings LLC","48888 County Road 374, Lawrence MI 49064","05/28/2022","Closed",,,
